n	expression
3000	(((0x1234+0x5)-0x678)-0x9)
3001	(((((0x123+0x4)+0x56)-0x7)*0x8)+0x9)
3002	(((((0x12-0x3)+(0x45*0x6))*0x7)+0x8)-0x9)
3003	(((((0x12*0x3)*0x4)*0x5)-0x6)+0x789)
3004	((((0x1+0x234)*0x5)+(0x6*0x7))+0x89)
3005	(((0x1-0x23)+0x456)+0x789)
3006	((((0x1*0x23)*(0x4+0x56))-0x7)-0x89)
3007	(((0x123*0x4)-0x56)+0x789)
3008	(((0x1234-0x5)-0x678)+0x9)
3009	((((((0x1*0x2)*0x34)*0x5)*0x6)-0x78)+0x9)
3010	(((0x1-0x23)+0x45)*((0x67-0x8)-0x9))
3011	(0x123+((0x4*0x5)*((0x6-0x7)+0x89)))
3012	(0x12+(0x3*((0x4-0x56)+(0x78*0x9))))
3013	((0x12*((0x3+0x45)+0x67))-0x89)
3014	(((((0x1-0x23)+0x45)-0x6)-0x7)*0x89)
3015	((((0x12*0x34)*0x5)-0x678)-0x9)
3016	(((0x1-0x2)*0x34)*((0x56-0x7)-0x89))
3017	((0x12*((0x34+0x5)+0x67))+0x89)
3018	(((0x1234+0x5)-0x678)+0x9)
3019	((0x1+0x2)-(0x34*((0x56-0x7)-0x89)))
3020	((((0x1*0x23)*(0x4+0x56))+0x7)-0x89)
3021	((((0x1*0x23)*(0x4+0x56))-0x78)-0x9)
3022	(((0x1+(0x23*(0x4+0x56)))-0x78)-0x9)
3023	(((0x123-0x45)*(0x6+0x7))+0x89)
3024	((((0x123-0x45)-0x6)+0x78)*0x9)
3025	(0x1-(0x2*((0x3+(0x45*0x6))-0x789)))
3026	((((0x12+0x34)+0x5)+0x67)*(0x8+0x9))
3027	((((0x123-0x4)*(0x5+0x6))+0x7)-0x89)
3028	((((0x123-0x4)*(0x5+0x6))-0x78)-0x9)
3029	(((((0x1*0x2)+0x3)*0x45)*0x6)+(0x7*0x89))
3030	((0x1*0x234)+(((0x5+0x6)+0x7)*0x89))
3031	(((((0x123-0x4)+0x56)+0x7)*0x8)-0x9)
3032	((0x12-((0x3-(0x45*0x6))*0x7))+0x89)
3033	((((0x12*0x34)*0x5)-0x678)+0x9)
3034	(((0x1-(0x2*0x3))+0x456)+0x789)
3035	((((0x1-0x2)-0x3)+0x456)+0x789)
3036	((((0x1-0x2)*0x3)+0x456)+0x789)
3037	(0x1+(0x2*((0x3-(0x45*0x6))+0x789)))
3038	((((0x1*0x2)-0x3)+0x456)+0x789)
3039	((((0x1+0x2)-0x3)+0x456)+0x789)
3040	((0x1-((0x2-0x3)*0x456))+0x789)
3041	((((0x1-0x2)+0x3)+0x456)+0x789)
3042	(((0x1*0x23)*((0x4+0x56)-0x7))+0x89)
3043	((((0x123-0x4)-0x5)-0x67)*(0x8+0x9))
3044	((((0x1*0x2)+0x3)+0x456)+0x789)
3045	((((0x1*0x2)*0x3)+0x456)+0x789)
3046	(((0x1+(0x2*0x3))+0x456)+0x789)
3047	(((((0x1+0x2)*0x3)+0x4)*0x56)+0x789)
3048	((((0x1+0x2)*0x3)+0x456)+0x789)
3049	(((((0x123-0x4)+0x56)+0x7)*0x8)+0x9)
3050	(((0x12-0x3)+((0x45*0x6)*0x7))+0x89)
3051	(((((0x123+0x45)-0x6)-0x7)-0x8)*0x9)
3052	((0x123+((0x45*0x6)*0x7))-0x89)
3053	((((0x1-0x23)*(0x4+0x56))+0x7)*(0x8-0x9))
3054	(((0x12-0x3)+0x456)+0x789)
3055	(0x1+(0x2*(((0x3+0x4)+0x567)+0x89)))
3056	(((0x12+0x3)+((0x45*0x6)*0x7))+0x89)
3057	((((0x12+(0x34*0x5))+0x67)*0x8)+0x9)
3058	(((0x1*0x2)+((0x3+(0x45*0x6))*0x7))+0x89)
3059	((((0x12*0x3)+0x4)*0x56)-0x789)
3060	(((0x12+0x3)+0x456)+0x789)
3061	(((0x1+(0x234*0x5))+0x67)+0x89)
3062	(((0x12+(0x3*0x45))*(0x6+0x7))+0x89)
3063	(((0x123*0x4)-(0x5*0x6))+0x789)
3064	((0x1*0x2)*(((0x3*0x4)+0x567)+0x89))
3065	((((0x1+0x234)*0x5)+0x67)+0x89)
3066	((0x1*0x2)*(((0x3-0x45)*0x6)+0x789))
3067	(0x1+(0x2*(((0x3-0x45)*0x6)+0x789)))
3068	((0x1*0x2)+(0x3*((0x45-0x6)+(0x7*0x89))))
3069	(((0x12-0x34)*((0x5*0x6)-0x78))+0x9)
3070	(((0x1*0x23)+((0x45*0x6)*0x7))+0x89)
3071	(((((0x123-0x4)-0x5)+0x67)*0x8)-0x9)
3072	(((0x1+(0x23*(0x4+0x56)))-0x7)-(0x8*0x9))
3073	((((0x1*0x2)*0x34)*(0x5+0x6))+0x789)
3074	(((0x1*0x23)+0x456)+0x789)
3075	(((0x1+0x23)+0x456)+0x789)
3076	(0x1234-((0x5+0x6)*(0x7+0x89)))
3077	((((0x1-0x23)+0x4)*(0x5-0x67))+0x89)
3078	(0x12*(0x345-(0x6*(0x78-0x9))))
3079	(0x1234-((0x56+0x7)*(0x8+0x9)))
3080	(((((0x1*0x23)+0x4)*(0x56-0x7))+0x8)-0x9)
3081	(((0x1*0x23)*0x45)+(0x6*(0x78-0x9)))
3082	((((0x123*0x4)-0x5)-0x6)+0x789)
3083	((((0x1*0x23)*0x4)*((0x5*0x6)-0x7))-0x89)
3084	(((0x1+(0x2*0x34))*(0x5+0x6))+0x789)
3085	((((0x1*0x23)*(0x4+0x56))+0x7)-(0x8*0x9))
3086	(((0x1+(0x23*(0x4+0x56)))+0x7)-(0x8*0x9))
3087	((((0x1-0x2)+0x345)*0x6)-0x789)
3088	((((0x1+0x23)+0x4)*(0x56-0x7))-(0x8*0x9))
3089	(((((0x123-0x4)-0x5)+0x67)*0x8)+0x9)
3090	((0x12-0x3)*(0x45-((0x6-0x7)*0x89)))
3091	(((0x12*0x3)*(0x45+0x6))-(0x7*0x89))
3092	((((0x123*0x4)+0x5)-0x6)+0x789)
3093	(((0x12*0x3)+0x456)+0x789)
3094	((((0x123*0x4)-0x5)+0x6)+0x789)
3095	(((0x1*0x2)+(0x345*0x6))-0x789)
3096	((((0x12+0x3)*0x45)+0x678)-0x9)
3097	(0x1+(0x2*((0x345+(0x6*0x78))-0x9)))
3098	(((((0x1*0x23)+0x4)*(0x56-0x7))+0x8)+0x9)
3099	(((((0x1*0x23)+0x4)*0x5)*0x6)+0x789)
3100	((((0x123-0x4)*0x5)+0x678)+0x9)
3101	((((0x123+0x4)*(0x5+0x6))-0x7)-0x89)
3102	(((0x1*0x234)*0x5)+(0x6*((0x7*0x8)-0x9)))
3103	(((0x12+(0x3*0x4))*(0x5+0x67))-0x89)
3104	((((0x123*0x4)+0x5)+0x6)+0x789)
3105	((((0x1*0x2)+0x345)*0x6)-0x789)
3106	((0x1+((0x2+0x345)*0x6))-0x789)
3107	((0x12*((0x3*0x45)-(0x6*0x7)))+0x89)
3108	((0x123+(((0x4*0x56)+0x7)*0x8))+0x9)
3109	((((0x12+0x3)+0x4)*0x56)+(0x7*0x89))
3110	((((0x1+0x23)*(0x4+0x56))+0x7)-0x89)
3111	((0x12+(0x345*0x6))-0x789)
3112	((0x1+((0x2*0x34)*(0x56-(0x7*0x8))))-0x9)
3113	(((((0x123+0x4)+0x56)+0x7)*0x8)+0x9)
3114	((((0x12+0x3)*0x45)+0x678)+0x9)
3115	((((0x123+0x4)*(0x5+0x6))+0x7)-0x89)
3116	((((0x123+0x4)*(0x5+0x6))-0x78)-0x9)
3117	((0x12*((0x3+0x45)-0x6))+0x789)
3118	(((((0x1+((0x2*0x34)*0x5))*0x6)-0x7)+0x8)-0x9)
3119	(((0x123+0x45)*0x6)+(0x7*0x89))
3120	((0x1+(0x23*(0x4+(0x5*0x6))))+0x789)
3121	((((0x12*(0x34-(0x5*0x6)))-0x7)*0x8)+0x9)
3122	((((0x123+0x4)*0x5)+0x678)-0x9)
3123	(((0x123*0x4)+(0x5*0x6))+0x789)
3124	((0x1+(0x2*(0x345+(0x6*0x78))))+0x9)
3125	(((0x1+0x23)*((0x4+0x56)-0x7))+0x89)
3126	((((0x1*0x23)*0x45)+(0x6*0x78))-0x9)
3127	(((0x1+(0x23*0x45))+(0x6*0x78))-0x9)
3128	((((0x1+(0x2*0x34))+0x56)-0x7)*(0x8+0x9))
3129	(((((0x1+0x23)+0x4)*0x5)*0x6)+0x789)
3130	(0x1234-((0x5*((0x6*0x7)-0x8))*0x9))
3131	(((0x1+0x234)*0x5)+(((0x6*0x7)-0x8)*0x9))
3132	((((0x123-0x45)+0x6)+0x78)*0x9)
3133	((((0x1*0x2)*(0x3+0x4))*0x56)+0x789)
3134	((((0x123+0x4)*(0x5+0x6))-0x78)+0x9)
3135	(((((0x123+0x4)-0x5)+0x67)*0x8)-0x9)
3136	((((0x1+0x23)-0x4)*(0x5-0x67))*(0x8-0x9))
3137	(((((0x12*0x3)+(0x4*0x56))-0x7)*0x8)+0x9)
3138	((0x1+0x2)*((0x34-0x56)+(0x78*0x9)))
3139	((((0x12*0x3)+(0x45*0x6))*0x7)-0x89)
3140	((0x1234-0x567)-0x89)
3141	(((0x12-0x3)*((0x4+0x56)+0x78))-0x9)
3142	((0x123-(0x4*(0x5-(0x6*0x78))))-0x9)
3143	(((0x123-((0x4-0x5)*0x67))*0x8)-0x9)
3144	((0x1*0x2)*((0x34+0x567)+0x89))
3145	(0x1+(0x2*((0x34+0x567)+0x89)))
3146	(((0x1*0x23)+(((0x4*0x5)+0x6)*0x78))-0x9)
3147	(((0x12*(0x34-0x5))*0x6)-0x789)
3148	(((0x1+(0x234*0x5))+((0x6*0x7)*0x8))-0x9)
3149	(((0x12*((0x3+0x45)+0x67))+0x8)-0x9)
3150	(((((0x1+0x23)*0x4)+0x56)+0x78)*0x9)
3151	(((((0x123-0x4)+0x5)+0x67)*0x8)-0x9)
3152	((((0x1+0x234)*0x5)+((0x6*0x7)*0x8))-0x9)
3153	(((((0x123+0x4)-0x5)+0x67)*0x8)+0x9)
3154	((0x1-(0x23*((0x4+0x5)-0x67)))-0x89)
3155	(0x123+(0x4*((0x5+(0x6*0x78))-0x9)))
3156	(((((0x1*0x23)*(0x4+0x56))+0x7)+0x8)-0x9)
3157	((((0x1+(0x23*(0x4+0x56)))+0x7)+0x8)-0x9)
3158	(((((0x1*0x23)*(0x4+0x56))+0x7)-0x8)+0x9)
3159	(((((0x123+0x45)+0x6)-0x7)-0x8)*0x9)
3160	((0x1-((0x2-(0x3*0x45))*0x6))+0x789)
3161	(((0x12*0x3)*((0x45-0x6)-0x7))+0x89)
3162	(((0x12-0x34)*(0x56+0x7))*(0x8-0x9))
3163	(((0x1-0x23)*((0x4-0x56)-0x7))+0x89)
3164	(((0x1*0x23)*(0x45-0x6))+(0x7*0x89))
3165	((((0x1-0x2)+(0x3*0x45))*0x6)+0x789)
3166	((((0x123+0x4)*(0x5+0x6))-0x7)-(0x8*0x9))
3167	(((0x12*((0x3+0x45)+0x67))+0x8)+0x9)
3168	(((0x123+0x45)+((0x6-0x7)*0x8))*0x9)
3169	(((((0x123-0x4)+0x5)+0x67)*0x8)+0x9)
3170	(((0x1-0x2)+((0x3*0x45)*0x6))+0x789)
3171	((0x12+0x3)*(0x456-(0x7*0x89)))
3172	(((0x123+((0x45*0x6)*0x7))-0x8)-0x9)
3173	(((0x1*0x2)+((0x3*0x45)*0x6))+0x789)
3174	(((0x1*0x2)+(0x3*(0x456-0x7)))-0x89)
3175	(((0x1+0x2)+(0x3*(0x456-0x7)))-0x89)
3176	((0x1*0x2)*((0x3-(0x4*0x56))+0x789))
3177	(((((0x123+0x45)-0x6)+0x7)-0x8)*0x9)
3178	((0x1-(0x2*((0x3+0x45)-0x678)))+0x9)
3179	(((0x123*0x4)+0x56)+0x789)
3180	((((0x12+0x34)*0x5)*0x6)+(0x78*0x9))
3181	(((0x1+0x2)*((0x3+0x456)-0x7))-0x89)
3182	((((0x12+0x3)+(0x45*0x6))*0x7)+0x89)
3183	((((0x1*0x2)+(0x3*0x45))*0x6)+0x789)
3184	((0x1+((0x2+(0x3*0x45))*0x6))+0x789)
3185	((((0x1-0x2)+(0x3*0x456))-0x7)-0x89)
3186	(((0x123+0x45)+(0x6*(0x7-0x8)))*0x9)
3187	(0x1-(0x2*(((0x3+0x45)-0x678)-0x9)))
3188	((((0x1*0x2)+(0x3*0x456))-0x7)-0x89)
3189	((0x12+((0x3*0x45)*0x6))+0x789)
3190	((0x12+(0x3*(0x456-0x7)))-0x89)
3191	((((0x1+0x23)-0x4)*((0x5+0x67)-0x8))-0x9)
3192	((0x1+0x2)+(0x3*((0x456-(0x7*0x8))+0x9)))
3193	((((0x1+0x23)*(0x4+0x56))-(0x7*0x8))+0x9)
3194	(((0x1*0x23)*(((0x4+0x56)-0x7)+0x8))+0x9)
3195	(((0x12-0x34)*(0x5-0x67))-0x89)
3196	((0x1+(0x23*0x45))-(0x6*(0x7-0x89)))
3197	(0x1-((0x2*(0x34-0x5))*(0x67-0x89)))
3198	((0x1*0x2)*(((0x3-0x45)+0x678)+0x9))
3199	((((0x1-0x2)+(0x3*0x456))+0x7)-0x89)
3200	((((0x1-0x2)+(0x3*0x456))-0x78)-0x9)
3201	(((0x12+0x345)*0x6)-0x789)
3202	((((0x1*0x2)+(0x3*0x456))+0x7)-0x89)
3203	((((0x1*0x2)+(0x3*0x456))-0x78)-0x9)
3204	(((0x12+(0x3*0x456))-0x7)-0x89)
3205	((0x1234-0x567)-(0x8*0x9))
3206	(((0x123+((0x45*0x6)*0x7))+0x8)+0x9)
3207	((((0x123+0x45)+(0x6*0x7))*0x8)-0x9)
3208	((0x1-(0x2*((0x34+0x5)-0x678)))+0x9)
3209	((((0x1*0x234)-0x56)*0x7)-0x89)
3210	((0x1+((0x234-0x56)*0x7))-0x89)
3211	((((0x1*0x23)-0x4)*(0x5+0x67))-0x89)
3212	((0x1+((0x23-0x4)*(0x5+0x67)))-0x89)
3213	((((0x1+0x23)*0x45)+(0x6*0x78))+0x9)
3214	(((0x1+0x2)+(0x3*0x456))-(0x7*(0x8+0x9)))
3215	(0x123+((0x45+0x67)*(0x8+0x9)))
3216	((((0x1+0x234)-0x56)*0x7)-0x89)
3217	(((0x1+0x2)+(0x3*(0x456+0x7)))-0x89)
3218	(((0x12+(0x3*0x456))+0x7)-0x89)
3219	(((0x12*(0x3+0x45))-0x6)+0x789)
3220	((((0x12*0x3)-0x4)*0x56)-(0x78*0x9))
3221	((((0x1*0x2)+(0x3*0x456))-0x78)+0x9)
3222	((((0x1*0x234)-0x56)-0x78)*0x9)
3223	(0x1+(((0x234-0x56)-0x78)*0x9))
3224	(((((0x1*0x23)+0x4)*0x56)+0x7)-0x89)
3225	(((((0x1*0x23)+0x4)*0x56)-0x78)-0x9)
3226	(((0x1+((0x23+0x4)*0x56))-0x78)-0x9)
3227	(((((0x12+0x3)+0x4)+0x5)*0x67)+0x89)
3228	((((0x1+0x2)*(0x3+0x456))-0x78)+0x9)
3229	((0x12+(0x3*0x456))-(0x7*(0x8+0x9)))
3230	(0x1234+((0x5+0x6)*(0x7-0x89)))
3231	((((0x1+0x234)-0x56)-0x78)*0x9)
3232	((0x12+(0x3*(0x456+0x7)))-0x89)
3233	(((((0x123+0x4)+0x5)+0x67)*0x8)+0x9)
3234	((0x1*0x2)*(0x345-(0x6*(0x7-0x89))))
3235	(0x1+(0x2*(0x345-(0x6*(0x7-0x89)))))
3236	((((0x123-0x4)*(0x5+0x6))+0x7)+(0x8*0x9))
3237	(((0x12+(0x3*0x456))-0x78)+0x9)
3238	(((0x123+0x4)*(0x5+0x6))+(0x7*(0x8-0x9)))
3239	((((((0x1+0x23)*0x4)-0x56)*0x7)*0x8)-0x9)
3240	(((0x123+0x45)*0x6)+(0x78*0x9))
3241	(0x1234-((0x5+0x6)*(0x78+0x9)))
3242	(0x12+(0x34*(((0x56-0x7)-0x8)-0x9)))
3243	(((((0x1*0x23)+0x4)*0x56)-0x78)+0x9)
3244	(((0x1+((0x23+0x4)*0x56))-0x78)+0x9)
3245	((((((0x1*0x2)+0x3)+0x45)*0x6)*0x7)+0x89)
3246	((0x123-0x45)+(((0x6*0x7)*0x8)*0x9))
3247	(0x123+(0x4*((0x56*0x7)+0x89)))
3248	((((0x1*0x23)*0x45)+(0x67*0x8))+0x9)
3249	(((((0x1+0x234)-0x5)*0x6)-0x78)+0x9)
3250	(0x1234-((0x5*0x6)*((0x7*0x8)-0x9)))
3251	(((((0x123+0x4)*(0x5+0x6))+0x7)+0x8)-0x9)
3252	(((0x12+0x3)*(0x45-0x6))+0x789)
3253	(((0x1+0x234)*((0x5-0x6)+0x7))-0x89)
3254	((((0x1+0x2)+(0x3*0x456))-0x7)-(0x8*0x9))
3255	(((((0x12*0x3)*0x4)+0x5)*0x6)+0x789)
3256	(((0x123+0x4)*0x5)+((0x6+0x7)*0x89))
3257	((((((0x1+0x23)*0x4)-0x56)*0x7)*0x8)+0x9)
3258	(((((0x1+0x2)*0x34)+0x56)+0x78)*0x9)
3259	((0x1+(0x23*((0x4+0x56)+0x7)))-0x89)
3260	(((0x1234-0x567)-0x8)-0x9)
3261	(((0x123-0x45)*0x6)+0x789)
3262	(((0x1+(0x23*(0x4+0x56)))+0x78)-0x9)
3263	((((0x12*((0x3*0x4)+0x5))+0x67)*0x8)-0x9)
3264	(((0x1+0x23)*0x45)-(0x6*(0x7-0x89)))
3265	(((((0x1+0x2)*(0x34+0x56))-0x7)*0x8)+0x9)
3266	((((0x12+0x3)+0x4)*((0x5+0x6)+0x78))-0x9)
3267	(((0x12+(0x3*(0x45+0x6)))+0x78)*0x9)
3268	((((0x123-0x4)*(0x5+0x6))+0x78)-0x9)
3269	(((0x12+(0x3*0x456))-0x7)-(0x8*0x9))
3270	(((((0x1*0x234)+0x5)*0x6)-0x7)-0x89)
3271	(((0x1+((0x234+0x5)*0x6))-0x7)-0x89)
3272	((((0x12*0x3)*(0x45-0x6))+0x7)-0x89)
3273	((((0x12*0x3)*(0x45-0x6))-0x78)-0x9)
3274	((((0x1*0x234)-0x56)*0x7)-(0x8*0x9))
3275	((0x1*0x2345)-((0x6*0x7)*0x89))
3276	(((0x1234-0x567)+0x8)-0x9)
3277	(0x1234+(0x567*(0x8-0x9)))
3278	(((0x1234-0x567)-0x8)+0x9)
3279	(((0x12+(0x3*0x45))*0x6)+0x789)
3280	((((0x1*0x23)*(0x4+0x56))-0x7)+0x89)
3281	((((0x1+0x234)-0x56)*0x7)-(0x8*0x9))
3282	((((0x1+0x2)+(0x34*0x5))*(0x6+0x7))-0x89)
3283	(((0x12+(0x3*0x456))+0x7)-(0x8*0x9))
3284	(((((0x1*0x234)+0x5)*0x6)+0x7)-0x89)
3285	(((((0x1*0x234)+0x5)*0x6)-0x78)-0x9)
3286	((((0x123-0x4)*(0x5+0x6))+0x78)+0x9)
3287	((0x12*((0x3+0x45)+0x67))+0x89)
3288	((((((0x1+0x23)-0x4)+0x5)-0x6)-0x7)*0x89)
3289	(((((0x1*0x23)+0x4)*0x56)+0x7)-(0x8*0x9))
3290	(((((0x1+0x234)+0x5)*0x6)+0x7)-0x89)
3291	(((((0x1+0x234)+0x5)*0x6)-0x78)-0x9)
3292	((((0x1+0x2)*(0x3+0x456))-(0x7*0x8))+0x9)
3293	(((((0x1-0x2)+0x3)-0x4)*(0x5-0x678))-0x9)
3294	(((0x1234-0x567)+0x8)+0x9)
3295	(((0x1+(0x23*(0x4+0x56)))+0x7)+0x89)
3296	(((((0x1+0x23)+0x4)*0x56)-0x7)-0x89)
3297	((((0x1+0x23)+0x4)*(0x56-0x7))+0x89)
3298	((((0x123-0x4)-0x56)-0x7)*(0x8+0x9))
3299	((((0x1+0x23)*0x45)+(0x67*0x8))-0x9)
3300	((((0x1-0x2)+0x3)*0x456)+(0x78*0x9))
3301	((((0x123-0x4)*(0x5+0x6))+0x7)+0x89)
3302	(((0x1*0x23)-(0x4*(0x5-(0x67*0x8))))-0x9)
3303	(((((0x1*0x234)+0x5)*0x6)-0x78)+0x9)
3304	(((0x1+((0x234+0x5)*0x6))-0x78)+0x9)
3305	(((0x12-(0x3*0x456))+0x7)*(0x8-0x9))
3306	((((0x1-0x2)+0x34)*0x56)-(0x78*0x9))
3307	((0x1+(0x2*(0x3+0x456)))+(0x78*0x9))
3308	(((((0x1*0x2)+(0x3*0x456))-0x7)-0x8)-0x9)
3309	(((((0x1+0x234)+0x5)*0x6)-0x78)+0x9)
3310	(0x1234-(((0x5*0x6)+0x78)*0x9))
3311	(((((0x1+0x23)+0x4)*0x56)-0x78)-0x9)
3312	(((0x123+0x45)-((0x6-0x7)*0x8))*0x9)
3313	(((0x1*0x2)*(0x345+(0x67*0x8)))-0x9)
3314	((0x1+(0x2*(0x345+(0x67*0x8))))-0x9)
3315	((((0x12-0x34)*(0x5-0x67))-0x8)-0x9)
3316	((((0x1-0x23)+0x45)*(0x67-0x8))-0x9)
3317	(0x1234-((0x56-0x7)*(0x8+0x9)))
3318	(0x12+(0x3*(((0x456+0x7)-0x8)-0x9)))
3319	((((0x1+0x23)-0x4)*(0x5+0x67))-0x89)
3320	((((0x1+0x2)-(0x3*0x456))+0x7)*(0x8-0x9))
3321	((((0x1*0x2)*0x345)+0x678)-0x9)
3322	(((0x1+(0x2*0x345))+0x678)-0x9)
3323	(((((0x1+0x2)+(0x3*0x456))+0x7)-0x8)-0x9)
3324	((((0x12+(0x3*0x456))-0x7)-0x8)-0x9)
3325	(((((0x1+0x2)+(0x3*0x456))-0x7)+0x8)-0x9)
3326	((0x123+((0x45*0x6)*0x7))+0x89)
3327	(0x1-(0x2*(((0x34*0x5)+0x6)-0x789)))
3328	(((0x12+(0x3*(0x456-0x7)))-0x8)+0x9)
3329	(((((0x1*0x234)-0x56)*0x7)-0x8)-0x9)
3330	((0x123+0x456)+0x789)
3331	((0x1234-((0x5+0x6)*0x78))-0x9)
3332	(((0x1-(0x2*0x34))+0x5)*(0x67-0x89))
3333	((0x12*((0x3+0x45)+0x6))+0x789)
3334	((((0x1-0x23)+0x45)*(0x67-0x8))+0x9)
3335	(((((0x1*0x23)*(0x4+0x5))+0x67)*0x8)-0x9)
3336	(((((0x1+0x234)-0x56)*0x7)-0x8)-0x9)
3337	((0x1-0x234)-((0x5*0x6)*(0x7-0x89)))
3338	((((0x12+(0x3*0x456))+0x7)-0x8)-0x9)
3339	((((0x1*0x2)*0x345)+0x678)+0x9)
3340	(((0x1+(0x2*0x345))+0x678)+0x9)
3341	((((0x12*0x3)-0x4)*0x56)-(0x7*0x89))
3342	((((0x12+(0x3*0x456))-0x7)-0x8)+0x9)
3343	(((((0x1+0x2)+(0x3*0x456))-0x7)+0x8)+0x9)
3344	((((0x1+0x2)*0x345)+(0x67*0x8))+0x9)
3345	(((((0x1*0x234)-0x56)*0x7)+0x8)-0x9)
3346	(((0x1+((0x234-0x56)*0x7))+0x8)-0x9)
3347	(((((0x1*0x234)-0x56)*0x7)-0x8)+0x9)
3348	(((((0x12-0x34)+0x56)*0x7)+0x8)*0x9)
3349	((0x1234-0x567)+(0x8*0x9))
3350	((((((0x1+0x234)-0x5)*0x6)+0x7)-0x8)-0x9)
3351	((((0x1+0x23)*(0x4+0x56))+0x78)-0x9)
3352	(((((0x1+0x234)-0x56)*0x7)+0x8)-0x9)
3353	(((((0x1*0x23)*(0x4+0x5))+0x67)*0x8)+0x9)
3354	(((((0x1+0x234)-0x56)*0x7)-0x8)+0x9)
3355	(((0x1+0x23)*((0x4+0x56)+0x7))-0x89)
3356	((((0x12+(0x3*0x456))+0x7)-0x8)+0x9)
3357	((((0x12+(0x34*0x5))+0x67)-0x8)*0x9)
3358	((((0x123-0x4)*0x5)-0x6)+0x789)
3359	((((0x12*0x34)-(0x5*0x67))*0x8)-0x9)
3360	((((0x12-0x3)+0x4)-0x5)*(0x67+0x89))
3361	((0x1234-(0x56*(0x7+0x8)))-0x9)
3362	((((((0x1*0x23)+0x4)*0x56)+0x7)-0x8)+0x9)
3363	(((((0x1*0x234)-0x56)*0x7)+0x8)+0x9)
3364	(((0x1+((0x234-0x56)*0x7))+0x8)+0x9)
3365	(((((0x1*0x23)+0x4)-0x5)*0x67)-0x89)
3366	((0x1-((0x23-0x45)*0x67))-0x89)
3367	(0x1+(0x2*((0x3*(0x4-0x56))+0x789)))
3368	((((0x1*0x23)*0x45)-0x6)+(0x7*0x89))
3369	((((0x1+0x23)*(0x4+0x56))+0x78)+0x9)
3370	((((0x123-0x4)*0x5)+0x6)+0x789)
3371	((((0x1+0x2)+(0x3*(0x456+0x7)))+0x8)+0x9)
3372	((((0x12+0x3)*0x45)-0x6)+0x789)
3373	(((((0x1*0x2)+0x34)*0x5)*(0x6+0x7))-0x89)
3374	((((0x123+0x4)*(0x5+0x6))+0x78)+0x9)
3375	((((0x123+0x4)*(0x5+0x6))-0x7)+0x89)
3376	((((0x1-0x2)+(0x3*0x456))+(0x7*0x8))-0x9)
3377	((((0x12*0x34)-(0x5*0x67))*0x8)+0x9)
3378	(0x12+(0x3*(((0x456-0x7)+0x8)+0x9)))
3379	((0x1234-(0x56*(0x7+0x8)))+0x9)
3380	((((0x1*0x23)*0x45)+0x6)+(0x7*0x89))
3381	(((0x1+(0x23*0x45))+0x6)+(0x7*0x89))
3382	(0x1234-((0x56+(0x7*0x8))*0x9))
3383	((((0x1*0x234)*((0x5-0x6)+0x7))+0x8)-0x9)
3384	((((0x12+0x3)*0x45)+0x6)+0x789)
3385	(0x1+(0x2*(0x345+((0x67-0x8)*0x9))))
3386	(((0x12+(0x3*(0x456+0x7)))+0x8)+0x9)
3387	(0x123-(((0x4*0x56)*(0x7-0x8))*0x9))
3388	((0x1*0x2)*(((0x34-0x5)+0x678)-0x9))
3389	((((0x123+0x4)*(0x5+0x6))+0x7)+0x89)
3390	((((((0x1*0x234)+0x5)*0x6)-0x7)-0x8)-0x9)
3391	((((0x12+0x3)-0x4)*0x56)+0x789)
3392	(((((0x12*0x3)*(0x45-0x6))+0x7)-0x8)-0x9)
3393	(((((0x123-0x4)-0x5)+0x67)-0x8)*0x9)
3394	(((0x1*0x2)+(0x34*0x56))-(0x78*0x9))
3395	(((0x1+0x2)+(0x34*0x56))-(0x78*0x9))
3396	(0x123+((((0x4*0x56)-0x7)+0x8)*0x9))
3397	(((0x1*0x2)*((0x34-0x5)+0x678))-0x9)
3398	((((0x123+0x4)*0x5)-0x6)+0x789)
3399	((((0x1+0x23)-0x45)*0x67)*(0x8-0x9))
3400	(((0x1-0x23)*0x4)*((0x56-0x78)+0x9))
3401	(((((0x1*0x23)+0x4)*0x56)+(0x7*0x8))-0x9)
3402	((0x1*0x2)*(0x345+(0x6*(0x7+0x89))))
3403	(0x1+(0x2*(0x345+(0x6*(0x7+0x89)))))
3404	(((0x12-0x34)*(0x5-0x67))+(0x8*0x9))
3405	((0x12*(0x34+(0x5*0x6)))+0x789)
3406	((0x123*((0x4+0x5)+0x6))-(0x7*0x89))
3407	(0x123+(0x4*(0x5+(0x6*(0x78+0x9)))))
3408	(((0x1-0x23)*0x45)+((0x6*0x7)*0x89))
3409	(0x1+(0x2*(((0x34+0x5)+0x678)-0x9)))
3410	((((0x123+0x4)*0x5)+0x6)+0x789)
3411	((((0x123-0x45)+0x6)*(0x7+0x8))-0x9)
3412	((((((0x1+0x234)+0x5)*0x6)-0x7)+0x8)-0x9)
3413	((((0x12*0x3)+(0x45*0x6))*0x7)+0x89)
3414	((0x1234-0x567)+0x89)
3415	(((0x1*0x2)*((0x34-0x5)+0x678))+0x9)
3416	((0x1+(0x2*((0x34-0x5)+0x678)))+0x9)
3417	(((0x1*0x2)*((0x34+0x5)+0x678))-0x9)
3418	((((0x1*0x234)-0x56)*0x7)+(0x8*0x9))
